Emilie091702,46," Creon, Aquitaine   ","Pour les hommes de ""mauvaises intentions"" passezvotre chemin. Ainsi que ceux qui ne sont pas de larégion bordelaise et qui ne respectent pas moncritère d'âge. Merci messieurs !!!Maintenant que c'est ditPour les gentlemen, j'accepte les discussions....Entre 45 et 50 ans, Si vous êtes respecteux, patient, honnête ect....vous pouvez toujours m'écrire un petit mot.... Jevous répo..."
Norajoyce,41," Carrieres sur seine, Ile de France   ",Faire une belle rencontre et pourquoi pas 
Corinne1708,46," Bayonne, Aquitaine   ","je recherche un homme qui me rend heureuse avecmes enfants, qui m'accepte qui ne soit pas radinet qui me mettent en sécurité "
Sylviemaria,58," Tours, Centre   ",Pas faite pour vivre seule à la recherche d unAmour sincère et partageant les mêmes envies. Ilfaut la petite étincelle dès la 1ere rencontre .Le coup de foudre je veux y croire encore J aime les sorties entre amis. Recevoir. La danse. Les voyages .Je suis féminine et soignée J aime qu il prenne soin de lui .Si vous vous reconnaissez écrivez moi 
kiwiidu42,52," Chavanay, Rhône Alpes   ","BonjourQue dire de soi , si ce n'est ........à découvrir!!!!.........Âges de 50 à 62 ans et départements autour de chezmoi maxi 60km !à bientôt...!"
Acoeurjoie-48,48," Charnay les macon, Bourgogne   ","Attentive et attentionnée, je cherche à rencontrerun homme pour construire une relation toute simpledans la complicité et le partage.tres empathique ,j'aime bien me mettre dans la peau de l'autre afinde mieux le comprendre. J'aime les voyages dedécouvertes, je m'offre des loisirs qui sont à maportée et j'aimerais avec mon homme prendre un peud'acalmie après nos occupations pour..."
Ginie1109,55," Bordeaux, Aquitaine   ",A DÉCOUVRIR 
paulma,58," Issy les moulineaux, Ile de France   ",Je recherche une relation sincère et durable
Rimarose02,42," Claix, Rhône Alpes   ","Je Cherche Just le bonheur à partager à deux, unerelation serieuse ,stable, durable.J'aime ceux qui ont un certain charisme, de laclasse, de l'élégance et un certain savoir vivre ,quelqu'un d'affectueux, amoureux, drôle,attentionné, surprenant. Faux profil ,planc cu, skype trouver autre chosepour s'occupés ! Heiii ! "
Sedyap4,46," Colmar, Alsace   ",59 Grand rue
Wytale,49," Toulouse, Midi Pyrénées   ","Je suis une femme sérieuse, sportive qui a denombreux centres d'intérêts.J'aime voyager, découvrir des pays étrangers, liredes livres en langues étrangères et regarder desfilms en VO.J'aime nager, faire des randonnées, des raquettes,de la voile...Il ne me manque que toi, l'Homme de ma vie(relation sérieuse).Je rêve de te faire partager mes activités et mesfous rires. Je t'..."
GGGGGGGG35,54," Rennes, Bretagne   ","Je n'ai nullement besoin d'un homme dans monquotidien et encore moins d'un conjoint.Je ne suis pas une femme qui a besoin d'un homme,mais je peux être la femme dont un homme a besoin.Juste envie, avec un homme, d'agrémenter quelquepeu ma vie et partager nos loisirs.Un contact, une rencontre, une attiranceréciproque pour ne rien exclure de la gamme desplaisirs et tout est possi..."
1mirabelle,59," Cambrai, Nord Pas de Calais   ","A propos de moi, je ne dis rien ici sur monprofil.A propos de mes attentes: découvrir par le biaisde quelques messages suivis d'une rencontre sienvie réciproque, un homme dont la démarche est sérieuse. "
Originalna,57," Angers, Pays de la Loire   ",
ange477,47," St junien, Limousin   ",femme féminine pour une relation sérieuse etdurable  avec une personne honnête et sincère 
savancoral,52," Chatillon sur indre, Centre   ","une petite phrase qui tilte qui donne envie d'ensavoir plus sur celui qui est derrière sonclavier. Un peu d'originalité, de fantaisie, dedouceur.... et puis le temps fera son office.Maman de deux grandes filles, je suis maintenantplus disponible. Simple, de l'humour, un brin demalice, je cherche quelqu'un comme moi, pas deprise de tete, pour vivre une aventure sympa,chacun che..."
goodmorningengland,59," Bevons, PACA   ",Besoin de faire des rencontres sérieuses dans 04 ou 05 ou départements très voisins!
uneparticuliere,54," Lille, Nord Pas de Calais   ",de belles amitiés sincères     &    ma perle rare
isadu93,48," Neuilly sur marne, Ile de France   ",
Soleil1505,50," Lavans les st claude, Franche Comté   ",
Danse-et-chante,60," Clermont ferrand, Auvergne   ",J'aime chanter ... ma première passion quej'aimerais partager avec un compagnon ... J'aime danser ... J'aime beaucoup de choses dans des domaines trèsdivers et je suis curieuse d'en découvrir d'autres... les vôtres ... Se découvrir ... apprendre à se connaître ets'apprécier et devenir complice ... ne se fait pasen un échange ni en une rencontre ... Rien nepresse !!Je ne souh...
Katecool,55," Seclin, Nord Pas de Calais   ","j'aimerais faire la rencontre d'un homme charmantde mon age non fumeur,de ma region,aimant alleraux concerts ,restaurants,faire du velo ,seballader en bord de mer ou ailleurs.Ps: photos récentes svp ce serait sympa merci""il n'y a pas de hasard,il n'y a que desrendez-vous"" (paul éluard).""la beauté cachée des laids se voit sans délai""serge gainsbourg""la connerie c'est la décont..."
evedouceur09,55," St herblain, Pays de la Loire   ",
-Filigrane-,59," Beaumont sur oise, Ile de France   ",Le plus important est de prendre une décision....Quelle décision ?Celle qui vous permettra de vivre au présent aulieu de vous demander de quoi sera constituél'avenir ......
angel6077,41," Laversines, Picardie   ",je recherche une relation sérieuse et durable
FlorenS59800,45," Lille, Nord Pas de Calais   ",
claudie1970,48," Soissons, Picardie   ",Recherche relation amical que avec des femmesvoire si affinités
Arkange57,49," Metz, Lorraine   ","Mon envie de partager des moments, des sorties,des projets m'a poussée à m'inscrire. J'aime lapeinture, le modelage, les enfants, les animaux,la nature, j'ai un bon caractère si toutefois lerespect est de la partie, le sens de l'humour estindispensable mais aussi la tolérance et labienveillance. Si vous partagez mes valeurs alorsfaites moi signe :-)Homme avec qualités artistiq..."
sadsad59,48," Wattrelos, Nord Pas de Calais   ",quand la vie te donne une centaine raisons depleurer montre lui que tu as milles raisons desourire
blancher56,43," Massy, Ile de France   ",Une femme simple qui veu une vrais relation unhomme entre 38ans et 45ans 
Zaza55,54," Sevran, Ile de France   ",Femme de 54 ans   je ne vais rien écrire sur moi  je laisse  la découverte  à vous messieurs    fauxprofils et demandeurs de Skype et autres    passezvotre chemin 
EDALONE,50," Hyeres, PACA   ","je recherche un HOMME qui saura etre a la foistendre,passionné,sincère...bref l homme (presque)idéal !!! LOL"
ktymini,54," Marseille 04, PACA   ",cherche à vivre une belle histoire...
Binka17,51," Bayonne, Aquitaine   ","Je n'aime pas trop les annonces grandiloquentes.Je dirais donc que j'aime principalement écrire,lire, voyager et nourrir des relationsauthentiques avec les personnes que je rencontre.J'essaie que ma vie ne soit pas trop éloignée demes rêves mais je fais aussi en sorte de laisserune part importante à l'inconnu et aux surprises.Souhaitons que ce site m'en apporte... unesuffirait..."
sincere63,60," Clermont ferrand, Auvergne   "," Je cherche une relation sérieuse,sincère baséesur de la complicité,du partage ,de la franchiseet de l'humour."
laviestbelle1968,50," Ales, Languedoc Roussillon   ","Pétillante, sociable, curieuse de la vie et del'amour ; cherche alter-ego pour rencontre,sorties... et plus si affinité !"
Nattaly-8,57," Quemper guezennec, Bretagne   ","Bonjour, ou bonsoir, ça sera selon l'heure àlaquelle vous divaguerez sur mon profil, soyez lebienvenu. Peut être pourrions nous construire etvivre en harmonie, si les mots partage, tolérance,respect, sourire ... dérision, rire, sens del'engagement, curiosité... vous parlent, j'enpasse et des meilleurs. A bientôt peut être !"
Christiana80,56," Amiens, Picardie   ",Recherche amis. 
Guitou01,57," Bourg en bresse, Rhône Alpes   ","Je recherche une rencontre sérieuse (coup d’unsoir s’abstenir) j’aime la nature, les animaux, lacampagne, la mer, danser, restaurant, cinéma "
Lucie1964,44," Merignac, Aquitaine   ","je suis blonde, mincej accepte la polygamie"
pat72310,54," Vendome, Centre   ","je me decrirais au fil du temp, pour les hommesallergique aux animaux s' abstenir merci "
line300000,46," Nimes, Languedoc Roussillon   ",je recherche uniquement une relation serieusejaime  la franchise le respect  la gentillesse jaime pa lhypocrisie les gens faux  le mensonge jaime la mer  la nature  la marche  la music annee60 70 et 80 le cine  les voyages  les resto lesrepas au chandelles les series sentimentale  etcomédies recherche quelqu'un du gard en ayant pamon permis je ne recherche pa de plan cuemessieurs
Nat31120,47," Roques, Midi Pyrénées   ","On discute, on fait connaissance, on verra. "
zanmi,60," Charleville mezieres, Champagne Ardenne   ",
automne77,56," Torcy, Ile de France   ",recherche grande amitié dans un premier tempsje suis une personne douce et agreable a vivrej adore la moto
Melaine2330,48," Cholet, Pays de la Loire   ",Je suis quelqu’un de très réservée. Je suis de lagénération où il suffisait de descendre au café ducoin siroter une menthe à l'eau autour d'unflipper pour se faire des amis et rencontrer despersonnes. Le café du coin a fermé le flipper adisparu seule la menthe à l'eau est restée ... Ilfaut vivre avec son temps et aujourd'hui cela sepasse.
bulles02,53," Soissons, Picardie   ",être vivantsuivre ses enviesvivre sans regrets ... 
Same2016,47," Paris 11, Ile de France   ","Salarié,rencontre sérieux"
Quedepassagesurlater,56," Sanary sur mer, PACA   ","... feeling , sincérité... aux delà des mots , uneRencontre d'âme ( s) "
mirabella94400,55," Vitry sur seine, Ile de France   ",
beat1965,53," Meaux, Ile de France   ",Recherche relation amicale pour le début et voirensuite
yanih2018,46," Levallois perret, Ile de France   ",Je suis une femme et je recherche un homme pourrelation sincère et durable. 
anamorphose,55," Landivisiau, Bretagne   ","Bonjour je pense que trouver l'âme soeur c'estcomme 'chercher une aiguille dans une botte defoin'!! , cependant je ne désespère pas créer del'amitié (amitié , ça sous entend: pas de plan 'Q'bien entendu,) ce qui n'est pas plus facile àconstruire mais je reste optimiste!..au plaisir dedialoguer , si le coeur vous en dit!..A bientôt !!"
karlla61,57," Besancon, Franche Comté   ",je suis une femme cool ;j aime les animaux: jebricole et j aimerais rencontrer une personne avecqui je pourrais partager et decouvrir  
Aurellelie1,42," Nantes, Pays de la Loire   ",Tu ne peux pas continuer à danser avec les démonset te demander pourquoi tu es toujours enenfer....
gweha1,51," Strasbourg, Alsace   ","Je recherche quelque chose qui n'existe plus""aimer et être aimé""Et oui me marier avec pour le reste de notrevie...."
n-m-j-1-9-6-8-c,50," Rennes, Bretagne   ",bonjour je recherche une personne cool sympa quiaime sortir restos de tant en tant j aime faire lacuisine j écoute de lea musique aller a la plagefaire du camping   ect ... a très bientot
Electric88,46," Caen, Normandie (Basse)   ","Simplicité , authenticité...  se rencontrer ,aller boire un verre sans en attendre plus , justepasser un bon moment ...profiter de l ´instantprésent c%u2019est déjà pas mal ! Après personnen%u2019est à à l%u2019abris d%u2019une  bonnesurprise ;)) je rajoute ne voyez aucune  ambiguïté sur mes propos , ni sous entendu... tordu en toutgenre passer votre chemin..."
alichant,54," Aoste, Rhône Alpes   ",
magazine01,50," St genis pouilly, Rhône Alpes   ","Je suis une femme équilibrée , responsable etdétestant les prises de tête surtout pour desfutilités , aimant justement communiquer pour leséviter et ainsi créer une équivoque ouincompréhension . Aucune attirance pour la vulgarité , les grandesgueules , les jaloux , les castrateurs , lesmariés , les fumeurs et tous ceux fâchés avec lesfemmes ou encore dans des histoires avec le..."
Angelfia1961,57," Clamart, Ile de France   ","Une femme tout simplement ...Et mère aussi ,ainsique grand mère...Pour les hommes qui sont dans larecherche de  collection féminine.... ne perdez  pas votre temps. Pour les relations dun soir ....Cherchez ailleurs? "
Brune6262,49," Lens, Nord Pas de Calais   ",Une bonne discussion pour commencer
Miangemidemon24,42," St michel mont mercure, Pays de la Loire   ",Je cherche un homme entre 35 et 45 ans qui saurame comprendre et me supporter lol.. et surtout quin'a pas peur de mon côté loufoque... Messieursn'ayez crainte je ne mords que si on me le demande!!! J'aime beaucoup taquiner rigoler et câliner...Et comment vous le dire sans toucher à votrefierté masculine prenez bien le temps de lire carla tranche d'âge est très importante pour m...
dilou73,59," Chambery, Rhône Alpes   ","Parfois, il est bon de se ressembler un peu pourse comprendre, mais il faut être un peu différentpour s'aimer...Voyons donc !"
Odessa-38,56," Bourgoin jallieu, Rhône Alpes   ","Compter sur et pour quelqu'unJe ne suis pas dans l 'éphémère.Uniquement proche géographiquement et dans matranche d'age (moins de 60 ans)Je ne chercher pas à combler une solitude mais àpartager un chemin de vie...Non fumeurMerciJe ne lis pas les votes-----------------------------------Le Bonheur c est lorsque nos pensees, nos paroleset nos actes sont en harmonie. Gandhi"
GIRONDINE33360,58," Brive la gaillarde, Limousin   ","Femme transparente cherche homme invisible pourformer un couple jamais vu "" Bien sûr c'est del'humour je précise car certains ne l'ont pascompris "" Pour dialogue amical et courtois ici puisverbalement et plus si affinités réciproques "
quinqua77210,49," Avon, Ile de France   ","Bonjour , je m'inscris pour tenter de rencontrerun homme de ma tranche d'âge, qui voit la vie à 2et y croit encore."
Lescouloirsdutemps,55," Valenciennes, Nord Pas de Calais   ",Inscription sans grande conviction mais l'espoirfait vivre il paraît ....
17SWOGGI,58," Saintes, Poitou Charentes   ","Je suis une femme indépendante qui a enchaîné leshistoires décevantes tout en refusant de renoncerà trouver l'homme de ma vie. Je veux croire encoreque je peux aimer et être aimée. Je suisnaturelle, aime la nature autant que la ville.Aime bien découvrir, m'essayer à de nouvellesactivités, expériences, etc. Je n'aime pas visiterles monuments historiques et les églises. J'aimeda..."
Yoyo84100,51," Orange, PACA   ",Rencontre sérieuse avec homme de 50 à 60 ans dansmon département.
butterfly610,57," St jean de thouars, Poitou Charentes   ",Je suis sur ce site pour faire des rencontresamicales.mais je ne suis pas à l'abri d'un coup de coeur
naturalement,55," Bellegarde sur valserine, Rhône Alpes   ",
fabi_01,55," Valenciennes, Nord Pas de Calais   ",envie de rencontrer quelqu'un qui a envie departager de s investir dans une relation amoureusetout en respectant la liberte de l autre 
Youannah-93,47," Annemasse, Rhône Alpes   ","Je recherche une relation stable, basée sur laconfiance et le respect. Celui qui ne sait pas cequ'il veut, doit passer son chemin"
xena41200,50," Romorantin lanthenay, Centre   ","Bonjour,Après plusieurs rencontres auquel je cherchais unhomme sérieux pour une relation sérieuse, j'ai ététrès déçu par ces rencontres tant physique quecôté dialogue, donc aujourd'hui je reste sur lesite mais plus dans une recherche amoureuse maisstrictement amicale, je serais moins déçu. C'estdommage, entre les menteurs, ceux qui fonténormément de fautes d'orthographe, ceux..."
bibine65,53," Villeneuve sur lot, Aquitaine   ","je recherche un homme gentil , attentionner ,affectueux , franc , honnéte , et compréhensifpour une relation basé sur la confiance , voirplus si affinité....."
Chipie35480,51," Combourg, Bretagne   ",Aimer et être aimée 
Maneko,48," Bordeaux, Aquitaine   ","Bonjour,Mon pseudo c'est Maneko, le fameux chat japonaisqui porte bonheur, 48, je recherche avant tout uneamitié complice pour partager des passions,loisirs, la vie tout simplement, j'ai constaté quecertaines personnes préférées éluder la questionde l'amitié mais il vaut mieux à mon avis êtreaccompagnés d'ami(e)s solides plutôt qu'unerelation sentimentale superficielle qui ne ..."
Lili2802,47," Rouen, Normandie (Haute)   ", Recherche uniquement féminine 
Mary6878,50," Maisons laffitte, Ile de France   ",
_cupcake_,45," Carvin, Nord Pas de Calais   ",Je suis ici pour dialoguer...
princesse1968,50," Bourges, Centre   ",relation amicale
KellyMary69,57," Fontaines sur saone, Rhône Alpes   ",
lillierosamunda,55," Douarnenez, Bretagne   ","Si comme moi, vous aimez la mer, la grande natureet les gens ""bien dans leur baskets"" alors, j'aihâte de vous rencontrer. "
nadounadou74,44," Toulon, PACA   ","sans commentaire.pas de sans papier et pas plus de45 ans.et dans ma region uniquement.pas de planB.ha et joubliais.les personnes qui veulentimposer leurs desirs,opinions,leurs facon de voirles choses pour leurs seul profit sans tenircompte des mes opinions et idees ou desirs,passezvotre chemin.car cela sapelle se moquez de ce quelon peut ressentir.et pour ma part jenapellerais..."
Iwona71,55," Chalon sur saone, Bourgogne   ","Bonjour,naturelle, souriante et sportive...pour partagerplein de beaux moments :-)"
Moorea790,56," Niort, Poitou Charentes   ","A la recherche d'une harmonie dans la simplicité,le partage, l'écoute le respect des besoins et desenvies de chacun.... Je recherche un homme librecomme moi dont les enfants volent de leurs propresailes qui aime les voyages les sorties diverses etqui aura envie d'un long chemin ensemble dans lasérénité.Un contact, des échanges, un feeling, unerencontre et qui sait ..."
